movieId,genres,title
7306,Comedy|Crime|Mystery,"Herod's Law (Ley de Herodes, La) (2000)"
7307,Action|Adventure|Drama|War,Flesh & Blood (1985)
7308,Adventure|Comedy,King Solomon's Mines (1985)
7310,Action,Raw Deal (1986)
7311,Drama|Romance,"Goodbye, Mr. Chips (1939)"
7312,Comedy|Drama,"Follow Me, Boys! (1966)"
7315,Comedy|Drama,Against the Ropes (2004)
7316,Comedy,Confessions of a Teenage Drama Queen (2004)
7317,Adventure|Comedy,EuroTrip (2004)
7318,Drama,The Passion of the Christ (2004)
7319,Comedy|Horror,Club Dread (2004)
7320,Romance,Dirty Dancing: Havana Nights (2004)
7321,Thriller,Twisted (2004)
7323,Comedy|Drama,"Good bye, Lenin! (2003)"
7324,Adventure|Drama,Hidalgo (2004)
7325,Action|Comedy|Crime|Thriller,Starsky & Hutch (2004)
7326,Crime|Drama,The Reckoning (2004)
7327,Drama,Persona (1966)
7328,Drama,"Passion of Anna, The (Passion, En) (1969)"
7333,Crime|Drama|Thriller,"Corbeau, Le (Raven, The) (1943)"
7335,Film-Noir,Pickup on South Street (1953)
7336,Drama|War,"Damned, The (La Caduta degli dei) (1969)"
7340,Comedy,Just One of the Guys (1985)
7344,Comedy|Crime,The Wrong Arm of the Law (1963)
7345,Action|Adventure|Children|Comedy,Agent Cody Banks 2: Destination London (2004)
7346,Comedy|Romance,The Girl Next Door (2004)
7347,Mystery|Thriller,Secret Window (2004)
7348,Thriller,Spartan (2004)
7349,Drama,Broken Wings (Knafayim Shvurot) (2002)
7352,Comedy|Drama|Romance,Wilbur Wants to Kill Himself (2002)
7354,Comedy|Drama|Romance,Mad Dog and Glory (1993)
7357,Drama|Romance,Peyton Place (1957)
7360,Action|Drama|Horror|Thriller,Dawn of the Dead (2004)
7361,Drama|Romance|Sci-Fi,Eternal Sunshine of the Spotless Mind (2004)
7362,Crime|Drama|Thriller,Taking Lives (2004)
7364,Comedy|Crime|Drama,Intermission (2003)
7366,Comedy|Drama|Romance,Jersey Girl (2004)
7367,Comedy|Crime,The Ladykillers (2004)
7368,Crime|Drama|Thriller,Never Die Alone (2004)
7369,Action|Adventure|Children|Comedy|Mystery,Scooby-Doo 2: Monsters Unleashed (2004)
7371,Drama|Mystery|Thriller,Dogville (2003)
7372,Drama,Ned Kelly (2003)
7373,Action|Adventure|Fantasy|Horror,Hellboy (2004)
7375,Comedy|Romance,The Prince & Me (2004)
7376,Action,Walking Tall (2004)
7377,Crime|Drama,The United States of Leland (2003)
7379,Drama|War|Western,The Alamo (2004)
7380,Comedy|Fantasy|Romance,Ella Enchanted (2004)
7381,Action|Comedy|Crime,The Whole Ten Yards (2004)
7382,Drama|Mystery|Thriller,I'm Not Scared (Io non ho paura) (2003)
7386,Adventure|Drama,The Ten Commandments (1956)
7387,Action|Drama|Horror,Dawn of the Dead (1978)
7390,Drama|Musical,Prey for Rock & Roll (2003)
7394,Action|Adventure|Comedy,Those Magnificent Men in Their Flying Machines (1965)
7395,Comedy|Drama,Cheaper by the Dozen (1950)
7396,Drama,Scenes From a Marriage (Scener ur ett äktenskap) (1973)
7411,Comedy|Horror,Munchies (1987)
7414,Comedy|Drama,Going in Style (1979)
7419,Comedy|Thriller,After Hours (1985)
7438,Action|Drama|Thriller,Kill Bill: Vol. 2 (2004)
7439,Action|Crime|Thriller,The Punisher (2004)
7440,Documentary,Paper Clips (2004)
7443,Documentary,This So-Called Disaster (2003)
7444,Comedy|Fantasy|Romance,13 Going on 30 (2004)
7445,Action|Crime|Drama|Mystery|Thriller,Man on Fire (2004)
7448,Comedy,Envy (2004)
7449,Drama|Horror|Thriller,Godsend (2004)
7450,Comedy|Romance,Laws of Attraction (2004)
7451,Comedy,Mean Girls (2004)
7454,Action|Adventure|Fantasy|Horror,Van Helsing (2004)
7455,Drama,The Mudge Boy (2003)
7457,Comedy|Romance,Breakin' All the Rules (2004)
7458,Action|Adventure|Drama|War,Troy (2004)
7459,Crime|Drama,Carandiru (2003)
7460,Comedy|Drama,Coffee and Cigarettes (2003)
7477,Horror|Thriller,Eye See You (D-Tox) (2002)
7479,Drama,Watch on the Rhine (1943)
7481,Adventure|Drama|Sci-Fi,Enemy Mine (1985)
7482,Action|Crime,Enter the Dragon (1973)
7486,Drama|Romance,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997)
7487,Drama,Henry & June (1990)
7492,Drama|Horror,Martin (1977)
7493,Drama,The Three Faces of Eve (1957)
7541,Comedy|Romance,100 Girls (2000)
7560,Drama|Thriller|War,Fail-Safe (1964)
7561,Fantasy|Horror|Thriller,Paperhouse (1988)
7562,Action|Crime,Dobermann (1997)
7564,Horror,Kwaidan (Kaidan) (1964)
7566,Documentary,28 Up (1985)
7569,Action|Adventure|Sci-Fi|Thriller,You Only Live Twice (1967)
7570,Action|Adventure|Thriller,Octopussy (1983)
7572,Drama,Wit (2001)
7573,Action|Adventure|Thriller,Never Say Never Again (1983)
7579,Comedy|Drama|Romance,Pride and Prejudice (1940)
7581,Drama,The Fountainhead (1949)
7584,Comedy|Romance,Woman of the Year (1942)
7587,Crime|Drama|Thriller,"Samouraï, Le (Godson, The) (1967)"
7614,Musical|Romance|Western,Oklahoma! (1955)
7615,Drama,Desert Hearts (1985)
7616,Mystery|Thriller,Body Double (1984)
7618,Drama,Chaplin (1992)
7619,Drama,The Miracle Worker (1962)
7620,Comedy|Drama,Monster in a Box (1992)
7624,Drama,School Ties (1992)
7636,Horror|Thriller,Raising Cain (1992)
7646,Horror|Mystery|Thriller,Rose Red (2002)
7647,Comedy,Noises Off... (1992)
7649,Adventure|Sci-Fi,Babylon 5: In the Beginning (1998)
7650,Horror,"Witchfinder General (Conquerer Worm, The) (1968)"
7657,Action|Comedy|Fantasy|Horror,Versus (2000)
7669,Drama|Romance,Pride and Prejudice (1995)
7698,Drama|Thriller,The China Syndrome (1979)
7700,Action|Adventure|Drama|Thriller,"Wages of Fear, The (Salaire de la peur, Le) (1953)"
7701,Comedy|Romance,Look Who's Talking Too (1990)
7702,Drama,The Bells of St. Mary's (1945)
7704,Action,The Delta Force (1986)
7705,Comedy|Romance,Pat and Mike (1952)
7706,Comedy|Musical,Animal Crackers (1930)
7707,Comedy|Drama|Romance,"He Said, She Said (1991)"
7708,Comedy|Fantasy,Bedazzled (1967)
7713,Drama|Horror|Romance|Thriller,Cat People (1942)
7714,Drama|Musical|Romance,Camelot (1967)
7716,Comedy,The Lonely Guy (1984)
7720,Action|Adventure|Comedy|Romance,The Four Musketeers (1974)
7727,Comedy,Protocol (1984)
7728,Crime|Drama|Film-Noir|Thriller,The Postman Always Rings Twice (1946)
7730,Comedy|Drama,Matinee (1993)
7742,Drama|Horror,Baxter (1989)
7743,Adventure|Children|Sci-Fi,Explorers (1985)
7745,Drama,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)"
7748,Crime|Drama,Pierrot le fou (1965)
7749,Drama,Weekend (a.k.a. Le Week-end) (Week End) (1967)
7753,Drama,Tuesdays with Morrie (1999)
7756,Action|Drama|War,Alexander Nevsky (Aleksandr Nevskiy) (1938)
7757,Action|Adventure|Fantasy,Jason and the Argonauts (1963)
7762,Drama|Thriller,"Tinker, Tailor, Soldier, Spy (1979)"
7766,Action|Drama|Thriller|War,Throne of Blood (Kumonosu jô) (1957)
7767,Drama,"Best of Youth, The (La meglio gioventù) (2003)"
7772,Film-Noir|Thriller,Undercurrent (1946)
7773,Drama,"Bang, Bang, You're Dead (2002)"
7781,Comedy,Twister (1990)
7782,Action|Drama,Sniper (1993)
7786,Documentary,Genghis Blues (1999)
7789,Drama,"11'09""01 - September 11 (2002)"
7792,Thriller,The Parallax View (1974)
7802,Action|Adventure|Crime|Thriller,The Warriors (1979)
7810,Adventure|Sci-Fi,Babylon 5: A Call to Arms (1999)
7811,Drama|Sci-Fi,Babylon 5: The River of Souls (1998)
7812,Drama|Sci-Fi,Babylon 5: Thirdspace (1998)
7815,Comedy|Musical,True Stories (1986)
7820,Crime|Drama,"Virgin Spring, The (Jungfrukällan) (1960)"
7822,Adventure|Drama|Romance,Mogambo (1953)
7826,Comedy|Romance|Thriller,The Secret Life of Walter Mitty (1947)
7831,Comedy|Crime|Drama|Mystery|Romance,Another Thin Man (1939)
7832,Comedy|Crime|Mystery,The Thin Man Goes Home (1945)
7833,Comedy|Crime|Mystery,Shadow of the Thin Man (1941)
7834,Comedy|Crime|Mystery|Romance,After the Thin Man (1936)
7835,Comedy|Crime|Drama|Musical|Mystery|Romance,Song of the Thin Man (1947)
7839,Comedy,Love Crazy (1941)
7840,Adventure|Comedy|War,Gunga Din (1939)
7841,Fantasy|Sci-Fi,Children of Dune (2003)
7842,Drama|Fantasy|Sci-Fi,Dune (2000)
7843,Comedy,Lammbock (2001)
7844,Action|Comedy,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)"
7845,Comedy|Horror|Sci-Fi,Tremors II: Aftershocks (1996)
7846,Comedy|Horror|Sci-Fi,Tremors 3: Back to Perfection (2001)
7879,Comedy,Notorious C.H.O. (2002)
7882,Horror,The Plague of the Zombies (1966)
7883,Drama|Horror,I Walked with a Zombie (1943)
7884,Comedy,Highway 61 (1991)
7888,Comedy|Musical,How to Succeed in Business Without Really Trying (1967)
7889,Western,Pat Garrett and Billy the Kid (1973)
7891,Drama|Horror|Sci-Fi,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)"
7894,Action|Western,"Duck, You Sucker (1971)"
7895,Crime|Drama|Thriller,Bring Me the Head of Alfredo Garcia (1974)
7896,Adventure|Drama|Western,Ride the High Country (1962)
7899,Action,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975)
7900,Drama|Horror|Sci-Fi,Frankenstein Must Be Destroyed (1969)
7916,Comedy,Gidget (1959)
7920,Comedy|Crime,Desperate Living (1977)
7924,Drama|Film-Noir|Thriller,Stray Dog (Nora inu) (1949)
7925,Action|Adventure,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)"
7926,Crime|Drama|Film-Noir|Thriller,High and Low (Tengoku to jigoku) (1963)
7930,Horror|Mystery|Thriller,The People Under the Stairs (1991)
7932,Documentary,Dark Days (2000)
7934,Comedy,Zelig (1983)
7936,Drama|War,Shame (Skammen) (1968)
7937,Drama,"Silence, The (Tystnaden) (1963)"
7938,Drama,Winter Light (Nattvardsgästerna) (1963)
7939,Drama,Through a Glass Darkly (Såsom i en spegel) (1961)
7940,Drama,The Magician (1958)
7943,Crime|Film-Noir,The Killers (1946)
7944,Drama|Thriller,The Night of the Iguana (1964)
7951,Fantasy|Horror,Nightbreed (1990)
7976,Drama,Ken Park (2002)
7979,Documentary|Musical,Monterey Pop (1968)
7980,Action|Drama|War,A Bridge Too Far (1977)
7981,Crime|Drama|Thriller,Infernal Affairs (Mou gaan dou) (2002)
7982,Drama|Horror|Mystery|Thriller,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)"
7983,Comedy,Broadway Danny Rose (1984)
7984,Horror|Sci-Fi,From Beyond (1986)
7986,Sci-Fi,Robot Jox (1990)
7987,Horror,Dolls (1987)
7988,Comedy|Sci-Fi,Space Truckers (1996)
7991,Action|Sci-Fi,Death Race 2000 (1975)
7993,Comedy|Horror,A Bucket Of Blood (1959)
8008,Fantasy|Musical|Romance,Brigadoon (1954)
8010,Drama,The Power of One (1992)
8011,Documentary,The Weather Underground (2002)
8012,Comedy|Drama,Kikujiro (Kikujirô no natsu) (1999)
8014,Drama,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)"
8015,Adventure|Animation|Children|Fantasy,The Phantom Tollbooth (1970)
8016,Action|Crime|Drama|Thriller,The Getaway (1972)
8019,Drama|Horror|Mystery|Thriller,Dark Water (Honogurai mizu no soko kara) (2002)
8024,Comedy|Drama|Romance,The Thing Called Love (1993)
8025,Drama,The Thief (1997)
8033,Comedy|Crime|Romance,How to Steal a Million (1966)
8035,Crime|Horror|Thriller,"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)"
8042,Crime|Drama,Mean Streets (1973)
8043,Comedy|Drama,Jack the Bear (1993)
8044,Crime|Drama|Film-Noir,I Am a Fugitive from a Chain Gang (1932)
8045,Action|Drama|War,Hamburger Hill (1987)
8057,Drama,Sweet Bird of Youth (1962)
8092,Drama|Horror|Sci-Fi,Frankenstein Unbound (1990)
8093,Action|Drama|Romance|Thriller,Shiri (Swiri) (1999)
8094,Drama|Thriller|Western,Bad Day at Black Rock (1955)
8117,Action|Comedy,In China They Eat Dogs (I Kina spiser de hunde) (1999)
8118,Action|Adventure|Thriller|War,Delta Force 2 (Delta Force 2: The Colombian Connection) (1990)
8119,Drama,Crossroads (1986)
8121,Comedy,"Seducing Doctor Lewis (Grande séduction, La) (2003)"
8125,Drama|Romance,Sunrise: A Song of Two Humans (1927)
8126,Drama,Shock Corridor (1963)
8128,Drama,Au revoir les enfants (1987)
8131,Comedy|Romance,Pursuit of Happiness (2001)
8132,Action|Drama,Gladiator (1992)
8136,Crime|Horror|Sci-Fi,Indestructible Man (1956)
8137,Horror|Sci-Fi,The Wasp Woman (1959)
8138,Horror|Sci-Fi,Attack of the Giant Leeches (1959)
8142,Action|Crime,Dead or Alive: Hanzaisha (1999)
8143,Drama,Lola Montès (1955)
8147,Drama|Sci-Fi,Charly (1968)
8153,Drama,Lust for Life (1956)
8154,Drama,"Dolce Vita, La (1960)"
8157,Animation|Fantasy|Thriller,Jin Roh: The Wolf Brigade (Jin-Rô) (1998)
8158,Crime|Drama,Rush (1991)
8167,Action|Adventure|Romance,Captain Blood (1935)
8169,Children|Comedy|Fantasy|Sci-Fi,*batteries not included (1987)
8183,Comedy|Drama,Educating Rita (1983)
8188,Drama,Sansho the Bailiff (Sanshô dayû) (1954)
8189,Comedy,Zazie dans le métro (1960)
8190,Comedy|Drama|War,The Americanization of Emily (1964)
8191,Drama,Anne of the Thousand Days (1969)
8195,Drama|Mystery|Romance,"Avventura, L' (Adventure, The) (1960)"
8196,Comedy|Horror,Beyond the Valley of the Dolls (1970)
8197,Drama|Romance|War,Hiroshima Mon Amour (1959)
8199,Drama|Thriller,Ugetsu (Ugetsu monogatari) (1953)
8207,Crime|Thriller,The Day of the Jackal (1973)
8225,Horror,Night of the Living Dead (1990)
8228,Mystery,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)"
8232,Comedy|Drama,I Love You Again (1940)
8235,Action|Comedy|Romance,Safety Last! (1923)
8236,Drama|Film-Noir,While the City Sleeps (1956)
8238,Comedy|Crime,Little Murders (1971)
8239,Comedy|Drama,Viridiana (1961)
8241,Action|Comedy|Thriller,Masterminds (1997)
8253,Action|Adventure|Animation|Comedy|Crime|Mystery,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979)
8254,Comedy|Drama|Fantasy|Romance,Arizona Dream (1993)
8261,Drama,3 Women (Three Women) (1977)
8264,Documentary,Grey Gardens (1975)
8266,Drama|Musical,Purple Rain (1984)
8268,Action|Thriller,Point of No Return (1993)
8270,Comedy|Drama|Romance,"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)"
8275,Comedy,College (1927)
8290,Action|Crime,Mitchell (1975)
8293,Comedy|Drama,Used People (1992)
8302,Comedy|Drama|Romance,The Front Page (1931)
8327,Drama|Romance,Dolls (2002)
8331,Comedy,The Man Who Came to Dinner (1942)
8335,Drama,Make Way for Tomorrow (1937)
8336,Comedy|Romance,The Major and the Minor (1942)
8337,Drama|War,The Caine Mutiny (1954)
8338,Drama,Black Narcissus (1947)
8340,Drama|Thriller,Escape from Alcatraz (1979)
8341,Adventure|Crime|Drama,Oliver Twist (1948)
8360,Adventure|Animation|Children|Comedy|Musical|Romance,Shrek 2 (2004)
8361,Action|Adventure|Drama|Sci-Fi|Thriller,The Day After Tomorrow (2004)
8362,Comedy|Drama|Romance,Raising Helen (2004)
8363,Comedy,Soul Plane (2004)
8364,Drama,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003)
8366,Comedy|Drama,Saved! (2004)
8368,Adventure|Fantasy|IMAX,Harry Potter and the Prisoner of Azkaban (2004)
8369,Action|Crime|Horror|Mystery|Thriller,Mindhunters (2004)
8370,Action|Comedy|Crime|Drama,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)"
8371,Action|Sci-Fi|Thriller,The Chronicles of Riddick (2004)
8372,Animation|Children|Comedy,Garfield: The Movie (2004)
8373,Comedy|Fantasy|Thriller,The Stepford Wives (2004)
8375,Documentary,The Hunting of the President (2004)
8376,Comedy,Napoleon Dynamite (2004)
8378,Drama,The Doctor (1991)
8379,Drama,The Dresser (1983)
8380,Comedy,Father Hood (1993)
8382,Comedy,Hello Again (1987)
8383,Comedy|Romance,Hope Springs (2003)
8385,Comedy|Romance,Lover Come Back (1961)
8387,Comedy|Crime,Police Academy: Mission to Moscow (1994)
8391,Comedy|Drama,Big Wednesday (1978)
8402,Comedy|Romance,Book of Love (1990)
8405,Drama|Horror,Hour of the Wolf (Vargtimmen) (1968)
8410,Crime|Drama|Film-Noir,Suddenly (1954)
8424,Drama|Romance,The Divorcee (1930)
8425,Comedy,Meet the Applegates (1991)
8426,Animation|Comedy|Drama|Fantasy|Sci-Fi,Robot Carnival (Roboto kânibauru) (1987)
8427,Comedy|Sci-Fi,Americathon (1979)
8446,Action|Drama|Romance|War,Sands of Iwo Jima (1949)
8447,Sci-Fi,This Island Earth (1955)
8450,Adventure|Romance,Anthony Adverse (1936)
8451,Drama,Blackboard Jungle (1955)
8454,Comedy|Drama|Fantasy,Luna Papa (1999)
8456,Crime|Drama|Thriller,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970)
8458,Drama,To Each His Own (1946)
8459,Drama|Romance,The Heiress (1949)
8461,Drama|War,Dragon Seed (1944)
8462,Drama,Executive Suite (1954)
8463,Drama,Johnny Belinda (1948)
8464,Comedy|Documentary|Drama,Super Size Me (2004)
8465,Crime|Drama|Film-Noir|Romance,Johnny Eager (1942)
8477,Romance|Sci-Fi,"Jetée, La (1962)"
8481,Action|Adventure|Drama|Romance|Thriller|Western,Northwest Passage (1940)
8482,Drama|Fantasy|Horror,The Picture of Dorian Gray (1945)
8484,Drama|War,"Human Condition I, The (Ningen no joken I) (1959)"
8487,Children|Comedy|Musical,Please Don't Eat the Daisies (1960)
8491,Crime|Drama|Film-Noir,White Heat (1949)
8492,Drama|Fantasy,"Christmas Carol, A (Scrooge) (1951)"
8493,Action|Drama|War,Memphis Belle (1990)
8494,Drama,The Cincinnati Kid (1965)
8495,Crime|Drama,Animal Factory (2000)
8500,Action|Horror|Sci-Fi,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974)
8501,Action|Thriller,The Hitcher (1986)
8502,Drama|Musical|Romance,Show Boat (1951)
8506,Mystery|Thriller,Fear X (2003)
8507,Crime|Drama|Horror,Freaks (1932)
8511,Comedy,The Immigrant (1917)
8512,Comedy,Silent Movie (1976)
8518,Drama,Anna Christie (1930)
8521,Drama|Horror,Dr. Jekyll and Mr. Hyde (1931)
8526,Adventure|Children|Comedy,Around the World in 80 Days (2004)
8528,Comedy,Dodgeball: A True Underdog Story (2004)
8529,Comedy|Drama|Romance,The Terminal (2004)
8530,Drama|Romance,Dear Frankie (2004)
8531,Action|Comedy|Crime,White Chicks (2004)
8532,Drama,The Door in the Floor (2004)
8533,Drama|Romance,The Notebook (2004)
8534,Adventure|Children|Drama,Two Brothers (Deux frères) (2004)
8535,Drama|Musical,De-Lovely (2004)
8542,Comedy|Musical,A Day at the Races (1937)
8571,Comedy|Drama,Bob & Carol & Ted & Alice (1969)
8574,Animation|Children|Comedy|Musical,A Claymation Christmas Celebration (1987)
8575,Comedy|Drama,"Happenstance (Battement d'ailes du papillon, Le) (2001)"
8577,Documentary,Comandante (2003)
8578,Action|Comedy|Horror|Sci-Fi,Undead (2003)
8580,Adventure|Comedy|Fantasy|Musical,Into the Woods (1991)
8581,Documentary|Drama,Pirates of Silicon Valley (1999)
8582,Documentary|War,Manufacturing Consent: Noam Chomsky and the Media (1992)
8587,Documentary,Mayor of the Sunset Strip (2003)
8588,Drama|Mystery|Romance|Thriller,Killing Me Softly (2002)
8591,Adventure|Drama|Sci-Fi,The Philadelphia Experiment (1984)
8593,Action|Crime|Drama|Thriller,Juice (1992)
8596,Comedy|Crime,Revenge of the Pink Panther (1978)
8600,Crime|Drama|Film-Noir|Thriller,Angels with Dirty Faces (1938)
8601,Comedy|Drama,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933)
8604,Action|Comedy,Taxi (1998)
8605,Action|Comedy,Taxi 3 (2003)
8607,Adventure|Animation|Drama,Tokyo Godfathers (2003)
8609,Comedy,Our Hospitality (1923)
8610,Comedy|Fantasy,All of Me (1984)
8611,Comedy,The Farmer's Daughter (1947)
8614,Comedy|Romance,Overboard (1987)
8617,Drama,Butterfield 8 (1960)
8620,Comedy|Drama|Fantasy|Mystery,"Exterminating Angel, The (Ángel exterminador, El) (1962)"
8622,Documentary,Fahrenheit 9/11 (2004)
8623,Comedy|Romance,Roxanne (1987)
8626,Horror|Sci-Fi,Dr. Terror's House of Horrors (1965)
8632,Comedy,Secret Society (2002)
8633,Action|Adventure|Comedy|Sci-Fi,The Last Starfighter (1984)
8636,Action|Adventure|Sci-Fi|IMAX,Spider-Man 2 (2004)
8638,Drama|Romance,Before Sunset (2004)
8640,Action|Adventure|Drama|War,King Arthur (2004)
8641,Comedy,Anchorman: The Legend of Ron Burgundy (2004)
8643,Comedy|Romance,A Cinderella Story (2004)
8644,Action|Adventure|Sci-Fi|Thriller,"I, Robot (2004)"
8645,Crime|Drama,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)"
8650,Drama,Long Day's Journey Into Night (1962)
8656,Crime|Drama,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)"
8665,Action|Crime|Thriller,The Bourne Supremacy (2004)
8666,Action|Crime|Fantasy,Catwoman (2004)
8667,Drama|Romance,A Home at the End of the World (2004)
8670,Crime|Horror|Mystery|Thriller,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)"
8677,Action|Sci-Fi,Flash Gordon Conquers the Universe (1940)
8684,Adventure|Drama,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)"
8685,Comedy|Drama,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)"
8690,Comedy|Drama|Sci-Fi|War,Slaughterhouse-Five (1972)
8695,Comedy,The Bachelor and the Bobby-Soxer (1947)
8711,Comedy,Mr. Blandings Builds His Dream House (1948)
8712,Comedy|Romance,My Favorite Wife (1940)
8713,Adventure|Children|Fantasy|Musical,The New Adventures of Pippi Longstocking (1988)
8714,Drama|Musical,Night and Day (1946)
8718,Drama,The Snake Pit (1948)
8720,Comedy,The Super (1991)
8724,Drama|War,"Leopard, The (Gattopardo, Il) (1963)"
8727,Drama,The Day of the Locust (1975)
8730,Action|Drama|War,To End All Wars (2001)
8738,Comedy|Drama|Musical|Romance,"Woman Is a Woman, A (femme est une femme, Une) (1961)"
8743,Adventure|Fantasy|Sci-Fi,Biggles (1986)
8748,Comedy,"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)"
8753,Documentary,Unprecedented: The 2000 Presidential Election (2002)
8754,Drama,The Prime of Miss Jean Brodie (1969)
8755,Documentary,My Voyage to Italy (Il mio viaggio in Italia) (1999)
8765,Crime|Film-Noir|Thriller,This Gun for Hire (1942)
8771,Crime|Mystery|Thriller,Sherlock Holmes: Terror by Night (1946)
8772,Drama|Thriller,The Spy Who Came in from the Cold (1965)
8773,Crime|Mystery|Thriller,Sherlock Holmes and the Secret Weapon (1942)
8774,Mystery,Sherlock Holmes: The Woman in Green (1945)
8778,Crime|Mystery,Sherlock Holmes: Dressed to Kill (1946)
8781,Thriller,The Manchurian Candidate (2004)
8782,Action|Adventure|Fantasy|Sci-Fi,Thunderbirds (2004)
8783,Drama|Mystery|Thriller,The Village (2004)
8784,Comedy|Drama|Romance,Garden State (2004)
8795,Action|Adventure|Drama|War,Musa the Warrior (Musa) (2001)
8796,Comedy|Musical,A Funny Thing Happened on the Way to the Forum (1966)
8798,Action|Crime|Drama|Thriller,Collateral (2004)
8799,Comedy|Romance,Little Black Book (2004)
8800,Romance|Sci-Fi,Code 46 (2003)
8804,Drama,"Story of Women (Affaire de femmes, Une) (1988)"
8807,Adventure|Comedy,Harold and Kumar Go to White Castle (2004)
8808,Comedy|Romance,The Princess Diaries 2: Royal Engagement (2004)
8809,Comedy|Romance,Danny Deckchair (2003)
8810,Action|Horror|Sci-Fi|Thriller,AVP: Alien vs. Predator (2004)
8813,Drama,We Don't Live Here Anymore (2004)
8814,Comedy,Without a Paddle (2004)
8815,Horror|Thriller,Exorcist: The Beginning (2004)
8827,Comedy|Documentary,"Bill Cosby, Himself (1983)"
8830,Adventure|Drama|Horror|Sci-Fi|Thriller,Anacondas: The Hunt for the Blood Orchid (2004)
8831,Crime|Thriller,Suspect Zero (2004)
8832,Action|Adventure|Drama,Warriors of Heaven and Earth (Tian di ying xiong) (2003)
8833,Drama|Romance,Vanity Fair (2004)
8835,Drama|Thriller,Paparazzi (2004)
8836,Drama|Romance|Thriller,Wicker Park (2004)
8838,Drama|Romance,Alice Doesn't Live Here Anymore (1974)
8840,Drama,Who's That Knocking at My Door? (1967)
8844,Drama,Camera Buff (Amator) (1979)
8848,Drama,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)"
8860,Action|Crime|Drama|Mystery|Thriller,Cellular (2004)
8861,Action|Horror|Sci-Fi|Thriller,Resident Evil: Apocalypse (2004)
8864,Comedy|Drama,Mr. 3000 (2004)
8865,Action|Adventure|Sci-Fi,Sky Captain and the World of Tomorrow (2004)
8866,Comedy|Romance,Wimbledon (2004)
8869,Comedy|Romance,First Daughter (2004)
8870,Drama|Mystery|Sci-Fi|Thriller,The Forgotten (2004)
8873,Adventure|Drama,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
8874,Comedy|Horror,Shaun of the Dead (2004)
8875,Drama,"Come Back, Little Sheba (1952)"
8879,Crime|Mystery|Thriller,Murder on the Orient Express (1974)
8880,Drama,Mask (1985)
8894,Action|Drama|Horror|Thriller,Orca: The Killer Whale (1977)
8905,Adventure|Drama,1492: Conquest of Paradise (1992)
8906,Horror,Cannibal Holocaust (1980)
8907,Animation|Children|Comedy,Shark Tale (2004)
8908,Action|Drama|Thriller,Ladder 49 (2004)
8910,Comedy,I Heart Huckabees (2004)
8911,Romance,Raise Your Voice (2004)
8912,Action|Comedy,Taxi (2004)
8914,Drama|Sci-Fi,Primer (2004)
8915,Drama,Stage Beauty (2004)
8916,Comedy|Romance,Shall We Dance? (2004)
8917,Action|Adventure|Animation|Comedy,Team America: World Police (2004)
8918,Comedy|Crime|Drama,Eulogy (2004)
8919,Comedy|Drama|Fantasy|Romance,P.S. (2004)
8920,Drama,The Country Girl (1954)
8921,Drama|Romance,The Rose Tattoo (1955)
8928,Comedy|Horror,The Fearless Vampire Killers (1967)
8933,Comedy|Drama,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)"
8934,Animation|Children|Comedy,Bebe's Kids (1992)
8937,Action|Drama,Friday Night Lights (2004)
8938,Documentary,Tarnation (2003)
8939,Sci-Fi|Thriller,The Final Cut (2004)
8943,Comedy|Drama,Being Julia (2004)
8946,Comedy,Surviving Christmas (2004)
8947,Horror|Mystery|Thriller,The Grudge (2004)
8948,Comedy|Drama|Romance,Alfie (2004)
8949,Comedy|Drama|Romance,Sideways (2004)
8950,Drama|Mystery|Thriller,The Machinist (2004)
8951,Drama,Vera Drake (2004)
